order_item_id,order_id,product_id,quantity,unit_price
283,90,68,3,4846.68
284,90,56,4,4922.41
285,91,87,1,1480.61
286,91,41,1,3686.35
287,91,68,3,4846.68
288,91,88,4,3468.74
289,92,84,4,138.33
290,92,35,4,4571.88
291,92,43,2,1398.78
292,92,13,2,2929.03
293,92,33,3,874.97
294,93,41,1,3686.35
295,93,71,1,4807.82
296,94,2,4,1193.73
297,95,68,1,4846.68
298,96,45,3,3593.45
299,96,29,2,3022.4
300,96,93,1,147.38
301,96,37,1,2742.96
302,97,12,1,2805.0
303,97,8,1,2170.81
304,97,77,1,741.3
305,97,85,2,607.57
306,97,28,4,848.92
307,98,24,4,2348.37
308,98,15,1,4345.77
309,98,90,4,3207.99
310,98,33,3,874.97
311,98,38,4,3034.83
312,99,33,1,874.97
313,99,21,3,1222.34
314,99,100,1,4883.41
315,100,50,3,4312.21
316,100,43,2,1398.78
317,100,8,4,2170.81
318,100,34,1,1390.61
319,101,26,4,4499.33
320,101,79,1,3143.68
321,101,51,2,3377.99
322,101,23,4,1641.92
323,102,79,1,3143.68
324,102,83,4,3097.22
325,103,14,1,1216.7
326,103,5,3,230.03
327,103,10,4,3058.26
328,104,64,2,906.72
329,105,5,4,230.03
330,106,20,4,3471.99
331,106,90,1,3207.99
332,106,43,4,1398.78
333,107,56,1,4922.41
334,107,52,2,4684.02
335,107,94,1,2773.39
336,107,100,4,4883.41
337,108,16,3,4187.14
338,108,73,3,687.44
339,108,69,4,3765.08
340,108,46,1,1929.76
341,109,47,3,1314.74
342,110,59,3,1464.87
343,111,23,1,1641.92
344,111,71,4,4807.82
345,112,39,4,4405.74
346,112,90,1,3207.99
347,113,63,4,2479.64
348,113,11,2,2727.52
349,113,81,2,4416.23
350,114,25,1,2850.7
351,115,31,3,3631.54
352,115,63,4,2479.64
353,115,50,4,4312.21
354,115,9,1,600.83
355,115,70,1,2563.97
356,116,8,1,2170.81
357,116,44,4,4651.68
358,116,93,1,147.38
359,117,84,4,138.33
360,117,86,2,4459.59
361,118,30,4,2692.66
362,118,10,1,3058.26
363,118,5,4,230.03
364,118,95,1,825.66
365,118,19,2,1299.57
366,119,2,1,1193.73
367,119,23,3,1641.92
368,120,59,2,1464.87
369,121,9,2,600.83
370,121,14,1,1216.7
371,121,15,2,4345.77
372,121,64,4,906.72
373,121,77,3,741.3
374,122,42,2,729.12
375,122,16,3,4187.14
376,122,88,2,3468.74
377,122,74,1,3013.14
378,123,23,2,1641.92
379,123,43,4,1398.78
380,123,9,2,600.83
381,123,16,3,4187.14
382,123,36,2,2587.55
383,124,32,1,3866.13
384,124,75,4,2959.99
385,124,6,2,2770.21
386,124,18,1,449.87
387,125,11,3,2727.52
388,125,1,4,3233.19
389,125,23,4,1641.92
390,125,12,2,2805.0
391,126,19,3,1299.57
392,126,82,4,872.96
393,127,31,1,3631.54
394,127,23,2,1641.92
395,127,79,4,3143.68
396,127,89,1,1330.49
397,128,45,2,3593.45
398,128,54,2,574.96
399,128,1,1,3233.19
400,129,13,2,2929.03
401,129,80,4,2734.41
402,129,47,2,1314.74
403,129,98,3,3922.57
404,129,70,1,2563.97
405,130,15,4,4345.77
406,130,20,4,3471.99
407,131,21,1,1222.34
408,131,86,1,4459.59
409,132,37,3,2742.96
410,132,27,3,2596.68
411,132,56,4,4922.41
412,133,14,1,1216.7
413,134,23,1,1641.92
414,134,21,1,1222.34
415,134,4,2,246.01
416,134,63,4,2479.64
417,134,66,3,3513.3
418,135,26,2,4499.33
419,135,96,1,4505.01
420,135,87,3,1480.61
421,135,42,2,729.12
422,136,31,4,3631.54
423,137,49,1,3568.42
424,137,29,4,3022.4
425,138,63,4,2479.64
426,138,7,2,4066.21
427,138,56,4,4922.41
428,138,19,3,1299.57
429,138,28,2,848.92
430,139,93,3,147.38
431,139,25,2,2850.7
432,139,81,3,4416.23
433,139,46,2,1929.76
434,140,89,1,1330.49
435,141,18,4,449.87
436,141,15,4,4345.77
437,141,60,2,4059.31
438,142,29,2,3022.4
439,142,38,2,3034.83
440,142,78,2,4652.19
441,143,53,4,3944.64
442,144,76,4,3381.66
443,144,61,3,3295.51
444,145,94,4,2773.39
445,146,32,4,3866.13
446,146,42,2,729.12
447,147,20,1,3471.99
448,147,74,4,3013.14
449,147,1,1,3233.19
450,147,54,4,574.96
451,147,6,4,2770.21
452,148,90,2,3207.99
453,148,13,1,2929.03
454,148,58,1,1032.02
455,148,64,4,906.72
456,149,17,3,3383.86
457,149,46,2,1929.76
458,150,3,4,4471.68
459,151,21,1,1222.34
460,151,91,4,1734.43
461,151,59,4,1464.87
462,152,91,2,1734.43
463,152,52,3,4684.02
464,153,91,1,1734.43
465,153,82,4,872.96
466,153,1,3,3233.19
467,153,81,1,4416.23
468,154,55,2,2388.42
469,154,97,1,1129.38
470,154,35,3,4571.88
471,155,66,3,3513.3
472,156,15,4,4345.77
473,157,60,3,4059.31
474,157,80,3,2734.41
475,157,6,2,2770.21
476,158,91,2,1734.43
477,158,9,3,600.83
478,158,72,2,3015.67
479,158,100,1,4883.41
480,158,27,4,2596.68
481,159,90,2,3207.99
482,159,27,3,2596.68
483,159,97,3,1129.38
484,159,96,3,4505.01
485,159,98,4,3922.57
486,160,7,3,4066.21
487,160,9,4,600.83
488,160,48,4,2814.22
489,161,68,3,4846.68
490,161,16,4,4187.14
491,161,61,3,3295.51
492,161,91,1,1734.43
493,161,69,2,3765.08
494,162,12,3,2805.0
495,162,11,1,2727.52
496,162,51,1,3377.99
497,162,23,2,1641.92
498,163,15,4,4345.77
499,163,90,2,3207.99
500,163,19,2,1299.57
501,164,81,2,4416.23
502,164,3,4,4471.68
503,164,38,3,3034.83
504,164,54,4,574.96
505,164,88,4,3468.74
506,165,38,2,3034.83
507,166,3,2,4471.68
508,167,83,3,3097.22
509,167,43,4,1398.78
510,167,53,4,3944.64
511,167,75,4,2959.99
512,167,44,3,4651.68
513,168,17,4,3383.86
514,168,40,3,383.83
515,168,22,3,1411.93
516,168,34,1,1390.61
517,168,30,2,2692.66
518,169,37,2,2742.96
519,169,59,3,1464.87
520,169,22,2,1411.93
521,170,91,2,1734.43
522,170,89,2,1330.49
523,171,15,3,4345.77
524,171,6,2,2770.21
525,172,34,1,1390.61
526,172,48,3,2814.22
527,172,24,3,2348.37
528,172,27,2,2596.68
529,173,58,3,1032.02
530,173,70,1,2563.97
531,173,21,1,1222.34
532,174,64,3,906.72
533,174,99,2,3772.44
534,174,19,1,1299.57
535,174,59,3,1464.87
536,175,61,2,3295.51
537,175,38,4,3034.83
538,175,97,3,1129.38
539,176,94,4,2773.39
540,177,18,1,449.87
541,178,4,2,246.01
542,178,52,4,4684.02
543,178,80,3,2734.41
544,179,42,1,729.12
545,180,83,3,3097.22
546,180,25,2,2850.7
547,180,75,1,2959.99
548,180,68,1,4846.68
549,180,29,4,3022.4
550,181,66,4,3513.3
551,182,63,1,2479.64
552,182,41,3,3686.35
553,183,19,4,1299.57
554,183,92,3,3732.03
555,183,55,1,2388.42
556,183,48,3,2814.22
557,184,45,1,3593.45
558,184,40,2,383.83
559,184,58,4,1032.02
560,185,57,4,1762.58
561,185,37,4,2742.96
562,185,21,2,1222.34
563,185,94,1,2773.39
564,186,27,4,2596.68
565,186,39,3,4405.74
566,187,76,4,3381.66
567,188,1,4,3233.19
568,189,54,4,574.96
569,189,23,2,1641.92
570,189,72,2,3015.67
571,190,49,4,3568.42
572,190,38,1,3034.83
573,191,75,4,2959.99
574,191,39,2,4405.74
575,191,64,1,906.72
576,192,20,3,3471.99
577,193,82,3,872.96
578,193,61,4,3295.51
579,193,16,2,4187.14
580,194,89,1,1330.49
581,194,83,3,3097.22
582,194,32,4,3866.13
583,194,4,1,246.01
584,195,96,4,4505.01
585,195,47,3,1314.74
586,195,75,4,2959.99
587,195,62,1,4639.2
588,195,73,3,687.44
589,196,94,1,2773.39
590,196,74,2,3013.14
591,196,3,3,4471.68
592,196,34,4,1390.61
593,196,21,2,1222.34
594,197,21,3,1222.34
595,197,7,4,4066.21
596,197,35,3,4571.88
597,198,38,3,3034.83
598,199,82,2,872.96
599,199,10,1,3058.26
600,199,66,2,3513.3
601,199,25,3,2850.7
602,199,99,3,3772.44
603,200,35,3,4571.88
604,200,88,1,3468.74
605,200,90,3,3207.99
606,201,2,3,1193.73
607,201,18,3,449.87
608,202,53,2,3944.64
609,202,44,2,4651.68
610,202,21,2,1222.34
611,202,14,2,1216.7
612,203,79,1,3143.68
613,203,89,4,1330.49
614,203,68,4,4846.68
615,203,69,1,3765.08
616,203,92,1,3732.03
617,204,3,3,4471.68
618,204,62,3,4639.2
619,205,18,3,449.87
620,205,57,2,1762.58
621,205,77,3,741.3
622,206,96,1,4505.01
623,207,17,2,3383.86
624,207,89,2,1330.49
625,208,17,4,3383.86
626,208,27,1,2596.68
627,208,11,1,2727.52
628,209,100,4,4883.41
629,210,6,1,2770.21
630,210,26,4,4499.33
631,210,14,1,1216.7
632,210,5,3,230.03
633,211,9,3,600.83
634,212,97,1,1129.38
635,213,78,2,4652.19
636,214,26,1,4499.33
637,214,24,2,2348.37
638,214,86,3,4459.59
639,214,45,3,3593.45
640,214,4,3,246.01
641,215,65,2,4639.94
642,215,100,1,4883.41
643,216,75,1,2959.99
644,217,28,1,848.92
645,217,92,1,3732.03
646,217,25,2,2850.7
647,217,37,4,2742.96
648,217,22,3,1411.93
649,218,24,4,2348.37
650,218,57,4,1762.58
651,218,87,2,1480.61
652,218,14,2,1216.7
653,218,46,4,1929.76
654,219,98,3,3922.57
655,220,60,1,4059.31
656,221,18,3,449.87
657,221,64,1,906.72
658,221,98,1,3922.57
659,221,47,3,1314.74
660,221,91,4,1734.43
661,222,50,3,4312.21
662,223,77,4,741.3
663,223,95,2,825.66
664,223,40,4,383.83
665,223,88,3,3468.74
666,224,25,3,2850.7
667,224,9,2,600.83
668,224,61,1,3295.51
669,224,87,4,1480.61
670,225,51,4,3377.99
671,226,85,4,607.57
672,226,87,4,1480.61
673,226,11,1,2727.52
674,226,16,2,4187.14
675,226,19,1,1299.57
676,227,26,4,4499.33
677,227,44,1,4651.68
678,227,77,2,741.3
679,228,93,3,147.38
680,228,64,4,906.72
681,228,36,3,2587.55
682,228,98,4,3922.57
683,229,52,4,4684.02
684,229,63,1,2479.64
685,229,66,1,3513.3
686,229,36,3,2587.55
687,229,19,4,1299.57
688,230,30,1,2692.66
689,230,81,1,4416.23
690,230,18,1,449.87
691,230,4,4,246.01
692,231,23,4,1641.92
693,232,87,1,1480.61
694,232,42,1,729.12
695,232,20,4,3471.99
696,232,39,4,4405.74
697,232,80,2,2734.41
698,233,85,3,607.57
699,233,64,3,906.72
700,233,63,1,2479.64
701,234,56,1,4922.41
702,235,58,4,1032.02
703,235,41,1,3686.35
704,235,49,1,3568.42
705,235,57,2,1762.58
706,236,85,4,607.57
707,236,100,4,4883.41
708,236,39,2,4405.74
709,236,91,3,1734.43
710,236,22,4,1411.93
711,237,98,4,3922.57
712,237,15,4,4345.77
713,237,73,4,687.44
714,237,87,2,1480.61
715,238,8,4,2170.81
716,238,51,3,3377.99
717,238,34,3,1390.61
718,238,64,3,906.72
719,238,76,1,3381.66
720,239,76,1,3381.66
721,240,47,1,1314.74
722,240,45,3,3593.45
723,241,13,4,2929.03
724,241,55,3,2388.42
725,241,45,1,3593.45
726,241,46,2,1929.76
727,242,31,3,3631.54
728,242,83,1,3097.22
729,243,40,1,383.83
730,244,22,3,1411.93
731,244,3,1,4471.68
732,244,69,4,3765.08
733,245,73,1,687.44
734,245,66,4,3513.3
735,245,54,1,574.96
736,245,35,3,4571.88
737,246,74,4,3013.14
738,246,50,1,4312.21
739,246,42,2,729.12
740,246,13,3,2929.03
741,247,65,2,4639.94
742,247,98,3,3922.57
743,247,86,3,4459.59
744,247,44,4,4651.68
745,248,64,1,906.72
746,248,82,2,872.96
747,249,34,4,1390.61
748,249,7,2,4066.21
749,249,39,1,4405.74
750,250,13,4,2929.03
751,250,76,4,3381.66
752,250,44,2,4651.68
753,250,35,3,4571.88
754,250,9,1,600.83
755,251,65,3,4639.94
756,251,39,2,4405.74
757,251,56,4,4922.41
758,252,33,2,874.97
759,252,80,1,2734.41
760,252,66,2,3513.3
761,252,59,4,1464.87
762,253,85,4,607.57
763,253,96,3,4505.01
764,254,79,1,3143.68
765,254,99,2,3772.44
766,254,56,3,4922.41
767,254,73,4,687.44
768,254,94,2,2773.39
769,255,20,3,3471.99
770,255,96,4,4505.01
771,256,41,4,3686.35
772,256,9,3,600.83
773,256,82,3,872.96
774,256,27,2,2596.68
775,257,88,4,3468.74
776,257,77,2,741.3
777,257,31,1,3631.54
778,258,25,2,2850.7
779,258,4,3,246.01
780,259,63,1,2479.64
781,259,72,2,3015.67
782,259,56,2,4922.41
783,259,55,3,2388.42
784,260,4,3,246.01
785,260,34,2,1390.61
786,261,93,4,147.38
787,262,8,1,2170.81
788,263,78,4,4652.19
789,263,39,3,4405.74
790,263,9,1,600.83
791,264,93,1,147.38
792,264,18,3,449.87
793,264,31,4,3631.54
794,264,15,1,4345.77
795,265,77,3,741.3
796,265,16,3,4187.14
797,266,95,2,825.66
798,266,50,2,4312.21
799,266,96,1,4505.01
800,266,31,2,3631.54
801,266,55,2,2388.42
802,267,57,1,1762.58
803,267,53,4,3944.64
804,267,33,3,874.97
805,268,41,4,3686.35
806,269,88,3,3468.74
807,269,32,4,3866.13
808,269,36,3,2587.55
809,269,19,3,1299.57
810,270,83,1,3097.22
811,271,89,2,1330.49
812,272,71,3,4807.82
813,272,50,1,4312.21
814,272,40,2,383.83
815,273,50,3,4312.21
816,273,2,1,1193.73
817,273,51,2,3377.99
818,273,33,3,874.97
819,274,21,3,1222.34
820,274,57,4,1762.58
821,275,36,1,2587.55
822,276,61,4,3295.51
823,276,95,1,825.66
824,276,53,2,3944.64
825,276,43,3,1398.78
826,277,9,3,600.83
827,277,46,4,1929.76
828,277,54,1,574.96
829,277,78,1,4652.19
830,277,94,2,2773.39
831,278,83,2,3097.22
832,278,18,3,449.87
833,278,1,3,3233.19
834,278,52,1,4684.02
835,279,21,2,1222.34
836,280,92,4,3732.03
837,280,99,3,3772.44
838,280,84,4,138.33
839,280,98,4,3922.57
840,280,17,2,3383.86
841,281,23,3,1641.92
842,281,88,3,3468.74
843,281,76,2,3381.66
844,282,54,3,574.96
845,283,51,2,3377.99
846,283,49,1,3568.42
847,284,72,2,3015.67
848,285,60,2,4059.31
849,286,90,4,3207.99
850,286,22,4,1411.93
851,286,7,3,4066.21
852,287,12,2,2805.0
853,287,48,1,2814.22
854,288,92,4,3732.03
855,289,87,2,1480.61
856,289,64,2,906.72
857,289,16,3,4187.14
858,289,29,3,3022.4
859,290,49,2,3568.42
860,290,17,3,3383.86
861,290,56,2,4922.41
862,290,27,4,2596.68
863,291,53,1,3944.64
864,291,19,3,1299.57
865,292,31,2,3631.54
866,292,80,3,2734.41
867,292,58,4,1032.02
868,293,2,4,1193.73
869,294,42,4,729.12
870,294,89,2,1330.49
871,295,91,3,1734.43
872,295,55,1,2388.42
873,295,95,1,825.66
874,295,77,1,741.3
875,296,43,2,1398.78
876,297,46,1,1929.76
877,297,78,1,4652.19
878,297,86,3,4459.59
879,297,77,4,741.3
880,298,51,2,3377.99
881,298,86,1,4459.59
882,298,48,2,2814.22
883,299,22,3,1411.93
884,299,65,4,4639.94
885,299,64,2,906.72
886,300,41,4,3686.35
887,301,34,3,1390.61
888,301,15,1,4345.77
889,302,64,3,906.72
890,302,36,4,2587.55
891,303,34,3,1390.61
892,303,79,3,3143.68
893,303,98,4,3922.57
894,304,41,4,3686.35
895,304,95,2,825.66
896,305,85,2,607.57
897,305,82,1,872.96
898,305,57,2,1762.58
899,305,7,2,4066.21
900,305,25,1,2850.7
901,306,34,4,1390.61
902,306,21,1,1222.34
903,306,91,4,1734.43
904,306,60,1,4059.31
905,307,46,4,1929.76
906,307,91,4,1734.43
907,307,72,1,3015.67
908,307,63,2,2479.64
909,308,45,1,3593.45
910,309,37,2,2742.96
911,309,24,3,2348.37
912,310,85,2,607.57
913,310,75,4,2959.99
914,310,28,1,848.92
915,310,1,2,3233.19
916,310,68,4,4846.68
917,311,43,1,1398.78
918,312,88,3,3468.74
919,312,16,1,4187.14
920,312,51,3,3377.99
921,313,4,4,246.01
922,313,11,4,2727.52
923,314,81,1,4416.23
924,314,35,3,4571.88
925,314,77,1,741.3
926,314,85,4,607.57
927,315,94,2,2773.39
928,315,73,1,687.44
929,315,17,3,3383.86
930,316,8,4,2170.81
931,316,96,1,4505.01
932,316,10,4,3058.26
933,317,23,4,1641.92
934,317,31,1,3631.54
935,317,99,1,3772.44
936,318,21,4,1222.34
937,318,50,3,4312.21
938,319,16,4,4187.14
939,319,39,4,4405.74
940,320,88,3,3468.74
941,320,78,1,4652.19
942,320,17,3,3383.86
943,321,26,3,4499.33
944,321,63,4,2479.64
945,321,58,1,1032.02
946,321,50,4,4312.21
947,321,61,3,3295.51
948,322,24,1,2348.37
949,322,56,3,4922.41
950,322,81,4,4416.23
951,322,55,2,2388.42
952,322,12,2,2805.0
953,323,68,3,4846.68
954,323,81,4,4416.23
955,323,83,4,3097.22
956,323,11,1,2727.52
957,324,39,3,4405.74
958,324,20,2,3471.99
959,324,17,4,3383.86
960,324,88,3,3468.74
961,325,7,1,4066.21
962,325,71,4,4807.82
963,325,10,4,3058.26
964,325,6,1,2770.21
965,325,66,4,3513.3
966,326,33,1,874.97
967,326,46,1,1929.76
968,326,75,4,2959.99
969,326,11,2,2727.52
970,326,99,2,3772.44
971,327,6,3,2770.21
972,327,11,3,2727.52
973,327,54,4,574.96
974,327,91,4,1734.43
975,328,34,3,1390.61
976,328,44,1,4651.68
977,328,24,4,2348.37
978,328,28,1,848.92
979,328,11,1,2727.52
980,329,15,4,4345.77
981,329,2,4,1193.73
982,329,22,4,1411.93
983,329,84,4,138.33
984,330,80,4,2734.41
985,330,79,3,3143.68
986,330,47,1,1314.74
987,331,18,2,449.87
988,331,2,1,1193.73
989,332,90,2,3207.99
990,333,27,4,2596.68
991,334,84,4,138.33
992,334,31,2,3631.54
993,335,39,4,4405.74
994,336,61,1,3295.51
995,336,55,1,2388.42
996,337,20,4,3471.99
997,337,95,4,825.66
998,338,3,2,4471.68
999,338,58,3,1032.02
1000,338,75,4,2959.99
1001,338,32,1,3866.13
1002,339,2,4,1193.73
1003,339,14,4,1216.7
1004,339,81,4,4416.23
1005,340,77,4,741.3
1006,340,94,4,2773.39
1007,340,71,4,4807.82
1008,340,38,4,3034.83
1009,340,5,2,230.03
1010,341,68,1,4846.68
1011,342,74,3,3013.14
1012,342,41,4,3686.35
1013,342,71,4,4807.82
1014,342,9,1,600.83
1015,343,80,4,2734.41
1016,343,83,1,3097.22
1017,343,45,2,3593.45
1018,343,58,3,1032.02
1019,344,61,4,3295.51
1020,344,45,2,3593.45
1021,345,29,4,3022.4
1022,345,76,2,3381.66
1023,345,88,3,3468.74
1024,345,44,4,4651.68
1025,345,78,4,4652.19
1026,346,61,2,3295.51
1027,346,21,3,1222.34
1028,346,80,1,2734.41
1029,347,17,4,3383.86
1030,347,23,1,1641.92
1031,347,26,4,4499.33
1032,347,21,4,1222.34
1033,348,31,1,3631.54
1034,348,27,1,2596.68
1035,348,72,3,3015.67
1036,349,46,2,1929.76
1037,349,87,1,1480.61
1038,349,21,1,1222.34
1039,350,56,2,4922.41
1040,350,15,1,4345.77
1041,350,80,2,2734.41
1042,351,34,1,1390.61
1043,351,44,3,4651.68
1044,351,46,2,1929.76
1045,351,99,1,3772.44
1046,352,57,4,1762.58
1047,353,14,1,1216.7
1048,354,6,1,2770.21
1049,354,65,2,4639.94
1050,354,14,3,1216.7
1051,354,22,2,1411.93
1052,354,81,3,4416.23
1053,355,98,1,3922.57
1054,355,65,2,4639.94
1055,355,64,3,906.72
1056,355,94,3,2773.39
1057,356,16,4,4187.14
1058,356,26,4,4499.33
1059,357,32,4,3866.13
1060,358,37,1,2742.96
1061,358,65,3,4639.94
1062,358,22,3,1411.93
1063,359,47,2,1314.74
1064,359,81,4,4416.23
1065,359,86,2,4459.59
1066,359,32,2,3866.13
1067,360,53,3,3944.64
1068,360,59,1,1464.87
1069,360,67,4,3620.2
1070,360,88,2,3468.74
1071,361,92,1,3732.03
1072,362,44,3,4651.68
1073,363,99,4,3772.44
1074,363,22,1,1411.93
1075,363,56,2,4922.41
1076,363,8,1,2170.81
1077,364,38,3,3034.83
1078,364,54,3,574.96
1079,364,52,3,4684.02
1080,364,88,1,3468.74
1081,364,90,3,3207.99
