payment_id,order_id,payment_method,payment_status,paid_at,amount
32,32,cash_on_delivery,paid,2026-05-08 15:42:04.056252,37705.45
33,33,cash_on_delivery,paid,2024-12-31 17:43:46.879552,14350.94
34,34,cash_on_delivery,failed,,0.0
35,35,cash_on_delivery,paid,2026-04-14 13:11:15.646486,35765.24
36,36,paypal,paid,2025-04-11 03:33:37.392470,29645.9
37,37,cash_on_delivery,paid,2026-02-08 05:07:50.049828,9974.21
38,38,bank_transfer,paid,2024-09-27 08:07:16.510438,1762.58
39,39,paypal,paid,2025-01-10 00:37:28.912791,46831.19
40,40,card,paid,2025-12-17 10:03:42.287538,7240.4
41,41,paypal,paid,2024-07-24 13:47:52.380798,1509.64
42,42,bank_transfer,paid,2025-07-19 02:47:50.847687,21819.61
43,43,cash_on_delivery,paid,2026-01-20 10:56:19.836147,35758.51
44,44,bank_transfer,paid,2025-07-17 07:03:18.589228,25174.33
45,45,bank_transfer,paid,2025-07-13 05:25:37.604380,3809.89
46,46,cash_on_delivery,paid,2025-06-27 03:19:43.381365,36122.28
47,47,paypal,paid,2025-02-08 03:49:25.038575,24215.71
48,48,paypal,paid,2025-10-25 12:13:54.554259,27662.46
49,49,bank_transfer,paid,2025-02-25 12:39:18.229538,9161.62
50,50,paypal,paid,2024-09-04 18:51:35.129736,26860.16
51,51,card,paid,2024-09-14 15:38:51.526587,12831.96
52,52,paypal,paid,2026-06-16 08:41:53.163884,4394.61
53,53,bank_transfer,paid,2026-01-22 12:14:04.647775,32653.25
54,54,bank_transfer,paid,2025-07-31 00:27:38.727435,12112.55
55,55,card,paid,2025-10-07 13:53:31.136448,14373.8
56,56,cash_on_delivery,paid,2024-12-07 13:07:18.716462,24250.03
57,57,cash_on_delivery,paid,2025-10-09 11:33:52.753890,21833.37
58,58,bank_transfer,paid,2024-12-09 08:25:10.716025,51642.67
59,59,bank_transfer,paid,2025-11-19 05:33:48.827113,18848.6
60,60,cash_on_delivery,paid,2026-03-08 23:36:52.485660,35689.97
61,61,paypal,paid,2024-12-03 16:54:28.307599,31146.86
62,62,card,paid,2026-03-03 23:12:34.041304,5610.0
63,63,cash_on_delivery,paid,2026-04-09 10:34:54.321639,5218.75
64,64,cash_on_delivery,failed,,0.0
65,65,bank_transfer,paid,2025-05-20 13:03:54.348176,46426.41
66,66,paypal,paid,2026-02-23 05:49:50.681403,2959.99
67,67,card,paid,2024-08-28 06:26:02.731659,29883.08
68,68,bank_transfer,paid,2025-11-19 17:46:17.708312,31568.3
69,69,cash_on_delivery,paid,2024-07-23 22:05:38.898777,33652.26
70,70,paypal,failed,,0.0
71,71,cash_on_delivery,paid,2024-08-03 06:36:24.864914,5548.8
72,72,bank_transfer,paid,2024-08-29 02:12:05.437414,1799.48
73,73,cash_on_delivery,paid,2024-11-13 13:23:31.430775,45516.06
74,74,cash_on_delivery,paid,2025-01-06 15:24:56.567145,25881.36
75,75,cash_on_delivery,paid,2024-08-27 01:40:33.015714,18790.78
76,76,card,paid,2026-02-26 19:24:15.861117,28813.43
77,77,paypal,paid,2026-05-03 02:02:53.657734,20879.55
78,78,card,paid,2025-04-30 07:57:27.951876,51231.38
79,79,card,paid,2025-06-01 03:07:14.947191,6256.37
80,80,card,paid,2025-04-28 00:52:26.830175,35596.16
81,81,cash_on_delivery,failed,,0.0
82,82,bank_transfer,paid,2025-04-17 01:00:43.192276,22207.53
83,83,card,paid,2024-09-30 23:10:55.373860,825.66
84,84,card,paid,2024-07-10 22:00:09.793126,29995.09
85,85,card,paid,2025-12-14 17:49:18.161486,31108.51
86,86,cash_on_delivery,paid,2024-08-21 19:48:11.913760,32799.97
87,87,bank_transfer,paid,2026-01-02 10:28:27.510990,9291.66
88,88,cash_on_delivery,paid,2024-08-08 19:38:54.676959,8132.42
89,89,paypal,paid,2026-03-18 06:22:08.821980,58193.08
90,90,card,paid,2025-03-24 21:03:45.691271,35529.25
91,91,cash_on_delivery,paid,2025-07-08 22:24:53.822081,33581.96
92,92,bank_transfer,paid,2025-02-03 08:03:42.065153,30121.37
93,93,paypal,paid,2025-11-19 15:50:51.543337,8494.17
94,94,cash_on_delivery,paid,2025-09-22 16:20:24.233902,4774.92
95,95,bank_transfer,paid,2025-01-28 03:55:51.337851,4846.68
96,96,bank_transfer,paid,2026-05-14 13:13:06.891433,19715.49
97,97,paypal,paid,2025-04-11 05:26:42.953386,10327.93
98,98,bank_transfer,paid,2026-02-27 02:40:25.189607,41335.44
99,99,card,paid,2024-07-29 01:33:31.646216,9425.4
100,100,bank_transfer,failed,,0.0
101,101,paypal,failed,,0.0
102,102,cash_on_delivery,failed,,0.0
103,103,paypal,paid,2026-02-08 13:06:56.668744,14139.83
104,104,card,paid,2026-03-19 01:38:27.366597,1813.44
105,105,bank_transfer,paid,2025-02-07 02:11:23.363601,920.12
106,106,paypal,failed,,0.0
107,107,paypal,paid,2025-02-09 07:23:08.770147,36597.48
108,108,card,paid,2026-04-15 12:25:36.676368,31613.82
109,109,paypal,paid,2026-06-11 19:16:29.727551,3944.22
110,110,paypal,paid,2026-04-01 00:25:59.251639,4394.61
111,111,card,paid,2025-10-22 21:38:09.462255,20873.2
112,112,bank_transfer,paid,2026-06-05 20:55:59.039019,20830.95
113,113,paypal,paid,2024-07-14 17:12:56.325842,24206.06
114,114,cash_on_delivery,paid,2026-04-06 13:24:45.993046,2850.7
115,115,card,paid,2024-10-17 19:38:03.547495,41226.82
116,116,bank_transfer,paid,2024-08-06 01:18:55.931274,20924.91
117,117,bank_transfer,paid,2025-08-28 21:35:47.005839,9472.5
118,118,card,paid,2025-04-20 10:23:12.393574,18173.82
119,119,bank_transfer,paid,2025-08-10 11:39:20.169995,6119.49
120,120,paypal,paid,2024-09-06 18:40:19.489904,2929.74
121,121,bank_transfer,failed,,0.0
122,122,paypal,paid,2025-12-30 04:35:20.031280,23970.28
123,123,card,paid,2025-12-18 20:42:14.404436,27817.14
124,124,paypal,paid,2024-12-08 04:52:21.618472,21696.38
125,125,paypal,failed,,0.0
126,126,card,paid,2026-03-20 14:23:12.373297,7390.55
127,127,bank_transfer,paid,2024-10-18 15:14:25.045203,20820.59
128,128,cash_on_delivery,paid,2024-11-18 00:46:27.557719,11570.01
129,129,paypal,paid,2025-09-30 04:29:57.330140,33756.86
130,130,cash_on_delivery,paid,2025-01-07 03:50:59.119857,31271.04
131,131,card,paid,2024-09-28 07:09:34.602860,5681.93
132,132,bank_transfer,paid,2025-11-08 18:16:53.620643,35708.56
133,133,bank_transfer,paid,2025-08-24 22:48:16.432740,1216.7
134,134,cash_on_delivery,failed,,0.0
135,135,paypal,paid,2026-01-06 03:34:24.510141,19403.74
136,136,paypal,paid,2026-06-29 19:13:48.578716,14526.16
137,137,paypal,paid,2025-08-11 12:07:47.382652,15658.02
138,138,bank_transfer,paid,2025-10-20 11:49:34.879556,43337.17
139,139,card,paid,2024-08-29 00:20:15.906881,23251.75
140,140,paypal,paid,2025-11-09 04:31:56.162848,1330.49
141,141,paypal,paid,2025-01-05 16:23:13.758370,27301.18
142,142,paypal,paid,2024-11-27 17:57:57.693269,21418.84
143,143,card,paid,2025-09-03 16:02:35.514731,15778.56
144,144,cash_on_delivery,paid,2026-06-01 16:45:35.235937,23413.17
145,145,paypal,paid,2025-03-24 12:18:49.821619,11093.56
146,146,cash_on_delivery,paid,2025-11-08 23:50:01.894583,16922.76
147,147,cash_on_delivery,failed,,0.0
148,148,bank_transfer,paid,2025-01-30 21:46:23.146211,14003.91
149,149,bank_transfer,paid,2024-08-26 14:58:29.090556,14011.1
150,150,paypal,paid,2024-11-24 22:47:34.523842,17886.72
151,151,cash_on_delivery,paid,2025-06-26 11:53:17.152776,14019.54
152,152,cash_on_delivery,paid,2025-03-03 09:11:29.014021,17520.92
153,153,card,paid,2025-10-31 07:39:35.767052,19342.07
154,154,bank_transfer,paid,2025-11-25 01:52:38.229754,19621.86
155,155,cash_on_delivery,paid,2024-10-25 22:27:03.170545,10539.9
156,156,bank_transfer,paid,2025-08-24 14:21:10.209961,17383.08
157,157,cash_on_delivery,paid,2026-02-16 14:01:24.480116,25921.58
158,158,bank_transfer,paid,2026-06-06 19:25:01.026748,26572.82
159,159,cash_on_delivery,paid,2024-11-06 18:03:33.049658,46799.47
160,160,cash_on_delivery,paid,2025-02-20 10:26:00.293860,25858.83
161,161,paypal,paid,2026-01-31 12:33:05.484301,50439.72
162,162,paypal,failed,,0.0
163,163,bank_transfer,paid,2025-10-17 15:52:33.524715,26398.2
164,164,bank_transfer,paid,2025-01-24 17:17:13.020646,51998.47
165,165,card,paid,2025-03-26 05:10:17.579638,6069.66
166,166,paypal,paid,2025-11-14 23:44:32.652565,8943.36
167,167,bank_transfer,paid,2025-03-05 18:13:16.979829,56460.34
168,168,cash_on_delivery,paid,2025-06-22 02:59:29.477387,25698.65
169,169,cash_on_delivery,paid,2025-05-27 21:44:15.994648,12704.39
170,170,card,paid,2026-01-23 12:50:40.932791,6129.84
171,171,paypal,paid,2025-06-27 07:20:02.710219,18577.73
172,172,bank_transfer,paid,2024-09-24 01:38:13.543493,22071.74
173,173,cash_on_delivery,paid,2025-10-21 02:32:11.088778,6882.37
174,174,card,paid,2024-09-04 09:54:32.383330,15959.22
175,175,paypal,paid,2025-01-27 13:07:34.249057,22118.48
176,176,paypal,paid,2026-03-02 07:26:57.629554,11093.56
177,177,cash_on_delivery,paid,2026-04-18 16:41:38.710335,449.87
178,178,card,paid,2024-11-27 01:03:09.072571,27431.33
179,179,card,paid,2025-12-24 09:07:15.648586,729.12
180,180,card,paid,2025-10-07 07:13:01.457759,34889.33
181,181,cash_on_delivery,paid,2025-12-19 23:45:28.544985,14053.2
182,182,bank_transfer,paid,2026-04-19 05:34:43.591469,13538.69
183,183,paypal,paid,2026-03-19 04:49:30.560118,27225.45
184,184,paypal,paid,2025-10-11 00:32:29.072639,8489.19
185,185,card,paid,2026-02-20 05:03:31.347796,23240.23
186,186,bank_transfer,paid,2025-09-02 11:35:46.628305,23603.94
187,187,cash_on_delivery,paid,2026-01-19 09:52:06.750183,13526.64
188,188,card,paid,2024-12-09 00:33:13.609689,12932.76
189,189,card,paid,2024-08-02 07:17:34.950856,11615.02
190,190,paypal,paid,2025-01-13 00:22:08.905982,17308.51
191,191,card,paid,2026-04-20 14:22:04.248366,21558.16
192,192,bank_transfer,paid,2025-08-04 19:04:44.600958,10415.97
193,193,card,paid,2025-10-27 06:53:21.039175,24175.2
194,194,card,paid,2024-10-23 03:32:51.649263,26332.68
195,195,cash_on_delivery,paid,2025-04-19 05:45:41.360644,40505.74
196,196,paypal,paid,2026-04-18 17:37:26.455389,30221.83
197,197,paypal,paid,2025-09-10 07:02:58.727784,33647.5
198,198,card,paid,2026-03-24 16:30:33.841383,9104.49
199,199,paypal,paid,2024-10-12 07:35:39.119408,31700.2
200,200,card,paid,2025-07-07 16:11:11.245271,26808.35
201,201,paypal,paid,2024-09-10 18:17:06.874316,4930.8
202,202,card,paid,2025-03-29 07:55:06.711278,22070.72
203,203,paypal,paid,2024-07-14 08:42:25.904781,35349.47
204,204,cash_on_delivery,paid,2024-12-28 03:01:44.968584,27332.64
205,205,cash_on_delivery,paid,2026-06-10 18:35:31.943190,7098.67
206,206,cash_on_delivery,paid,2026-06-23 18:18:52.390121,4505.01
207,207,card,paid,2025-11-18 08:43:45.572475,9428.7
208,208,card,paid,2026-01-10 17:06:32.177551,18859.64
209,209,paypal,paid,2024-10-17 01:54:49.780634,19533.64
210,210,bank_transfer,paid,2024-10-30 22:16:47.614816,22674.32
211,211,bank_transfer,failed,,0.0
212,212,card,failed,,0.0
213,213,cash_on_delivery,paid,2026-04-04 16:53:32.442386,9304.38
214,214,bank_transfer,paid,2024-10-21 08:14:37.841002,34093.22
215,215,paypal,paid,2025-12-23 05:36:11.919469,14163.29
216,216,card,paid,2026-05-23 13:42:19.365908,2959.99
217,217,bank_transfer,paid,2024-08-05 01:48:23.559761,25489.98
218,218,bank_transfer,paid,2026-01-13 18:23:13.597202,29557.46
219,219,paypal,paid,2024-12-22 21:27:49.304588,11767.71
220,220,cash_on_delivery,paid,2025-01-15 16:24:03.381902,4059.31
221,221,card,paid,2024-12-24 14:04:18.704025,17060.84
222,222,cash_on_delivery,paid,2025-11-07 00:35:26.545794,12936.63
223,223,bank_transfer,failed,,0.0
224,224,cash_on_delivery,paid,2026-02-04 16:37:25.401790,18971.71
225,225,card,paid,2025-04-16 00:39:51.628096,13511.96
226,226,bank_transfer,paid,2026-05-08 01:51:06.643355,20754.09
227,227,paypal,paid,2026-04-11 11:26:54.289475,24131.6
228,228,paypal,paid,2024-08-04 17:43:32.076806,27521.95
229,229,card,failed,,0.0
230,230,card,failed,,0.0
231,231,card,paid,2026-06-13 23:59:07.235317,6567.68
232,232,cash_on_delivery,paid,2025-10-12 08:52:39.964376,39189.47
233,233,bank_transfer,paid,2025-01-22 09:41:26.922748,7022.51
234,234,card,paid,2025-12-30 11:16:25.523331,4922.41
235,235,paypal,paid,2025-09-02 06:23:26.866147,14908.01
236,236,bank_transfer,paid,2025-08-27 01:13:34.777611,41626.41
237,237,bank_transfer,paid,2025-04-07 18:01:01.195957,38784.34
238,238,bank_transfer,paid,2025-04-09 00:56:25.827748,29090.86
239,239,cash_on_delivery,paid,2025-09-08 19:52:19.051643,3381.66
240,240,card,paid,2026-04-23 15:49:48.475824,12095.09
241,241,bank_transfer,paid,2024-09-01 10:21:41.049226,26334.35
242,242,bank_transfer,paid,2025-01-06 09:35:39.857435,13991.84
243,243,bank_transfer,paid,2026-06-17 01:38:28.102510,383.83
244,244,cash_on_delivery,paid,2024-12-16 08:21:53.859817,23767.79
245,245,bank_transfer,paid,2025-04-29 01:01:58.487115,29031.24
246,246,card,paid,2026-02-23 14:35:17.699940,26610.1
247,247,card,failed,,0.0
248,248,card,paid,2026-02-05 15:42:31.992867,2652.64
249,249,card,paid,2026-04-15 14:11:29.616353,18100.6
250,250,cash_on_delivery,paid,2024-07-11 08:57:10.906768,48862.59
251,251,cash_on_delivery,paid,2026-04-11 22:04:11.510523,42420.94
252,252,bank_transfer,paid,2025-05-23 21:22:42.332993,17370.43
253,253,card,paid,2024-12-21 14:56:23.771887,15945.31
254,254,bank_transfer,failed,,0.0
255,255,bank_transfer,paid,2025-01-27 16:23:11.042573,28436.01
256,256,bank_transfer,paid,2024-10-24 07:53:41.770106,24360.13
257,257,paypal,failed,,0.0
258,258,bank_transfer,paid,2025-09-19 07:12:57.862218,6439.43
259,259,bank_transfer,paid,2026-02-23 07:31:59.285955,25521.06
260,260,cash_on_delivery,failed,,0.0
261,261,paypal,paid,2025-05-05 10:37:37.205067,589.52
262,262,cash_on_delivery,paid,2025-03-04 20:37:39.474874,2170.81
263,263,bank_transfer,paid,2024-09-27 08:49:06.715221,32426.81
264,264,bank_transfer,failed,,0.0
265,265,bank_transfer,paid,2025-06-21 11:39:16.781415,14785.32
266,266,paypal,paid,2025-09-11 03:59:52.849848,26820.67
267,267,cash_on_delivery,paid,2025-10-22 09:06:25.550671,20166.05
268,268,paypal,paid,2025-05-02 18:41:23.606117,14745.4
269,269,card,paid,2024-12-31 14:07:47.124664,37532.1
270,270,bank_transfer,failed,,0.0
271,271,paypal,paid,2025-09-12 06:16:25.477099,2660.98
272,272,bank_transfer,paid,2024-10-13 00:08:10.431183,19503.33
273,273,bank_transfer,paid,2025-07-16 00:56:36.013687,23511.25
274,274,cash_on_delivery,paid,2026-04-18 05:39:21.895928,10717.34
275,275,paypal,paid,2024-10-21 20:13:14.381997,2587.55
276,276,paypal,failed,,0.0
277,277,paypal,paid,2026-05-11 10:59:52.742578,20295.46
278,278,bank_transfer,paid,2025-07-19 00:33:55.888878,21927.64
279,279,cash_on_delivery,paid,2025-04-28 17:50:03.876520,2444.68
280,280,paypal,paid,2026-06-14 13:28:02.308232,49256.76
281,281,cash_on_delivery,paid,2025-10-15 07:52:50.847819,22095.3
282,282,card,paid,2026-04-09 07:43:00.097355,1724.88
283,283,bank_transfer,paid,2025-12-20 08:18:54.574727,10324.4
284,284,paypal,paid,2026-02-26 12:43:51.466892,6031.34
285,285,cash_on_delivery,paid,2026-05-29 12:46:08.514210,8118.62
286,286,card,paid,2024-12-11 20:00:50.615504,30678.31
287,287,paypal,paid,2025-09-22 14:51:23.276022,8424.22
288,288,bank_transfer,paid,2025-06-15 22:38:47.887192,14928.12
289,289,bank_transfer,paid,2025-06-23 10:20:53.017046,26403.28
290,290,card,paid,2024-12-13 20:53:59.984366,37519.96
291,291,paypal,paid,2025-05-02 16:24:10.206440,7843.35
292,292,cash_on_delivery,paid,2024-10-18 20:07:46.466584,19594.39
293,293,cash_on_delivery,paid,2025-09-05 03:30:28.693115,4774.92
294,294,cash_on_delivery,paid,2026-01-18 05:41:13.734795,5577.46
295,295,bank_transfer,paid,2025-10-04 19:11:04.633871,9158.67
296,296,cash_on_delivery,paid,2025-07-14 17:18:19.287445,2797.56
297,297,cash_on_delivery,paid,2024-11-06 01:29:06.917320,22925.92
298,298,cash_on_delivery,paid,2025-11-19 09:44:26.720202,16844.01
299,299,paypal,paid,2026-05-11 08:18:01.645117,24608.99
300,300,bank_transfer,paid,2025-09-15 07:53:19.671043,14745.4
301,301,bank_transfer,paid,2024-08-25 20:45:22.254812,8517.6
302,302,paypal,paid,2025-04-08 21:24:19.582158,13070.36
303,303,cash_on_delivery,paid,2024-10-11 02:50:01.998874,29293.15
304,304,bank_transfer,paid,2024-07-18 15:49:12.912667,16396.72
305,305,bank_transfer,paid,2025-07-23 09:33:35.711596,16596.38
306,306,paypal,paid,2026-05-01 20:09:03.594962,17781.81
307,307,bank_transfer,paid,2025-11-18 12:55:37.952068,22631.71
308,308,cash_on_delivery,failed,,0.0
309,309,cash_on_delivery,paid,2025-09-21 20:21:50.671475,12531.03
310,310,paypal,failed,,0.0
311,311,bank_transfer,paid,2026-04-26 03:17:53.044594,1398.78
312,312,paypal,paid,2025-09-17 18:46:59.274012,24727.33
313,313,paypal,paid,2026-04-08 19:29:24.525117,11894.12
314,314,bank_transfer,paid,2025-07-29 18:00:37.280184,21303.45
315,315,cash_on_delivery,paid,2026-01-07 04:11:20.936175,16385.8
316,316,cash_on_delivery,paid,2024-09-12 15:03:50.297278,25421.29
317,317,cash_on_delivery,paid,2025-10-31 06:18:25.101663,13971.66
318,318,paypal,paid,2026-04-26 11:41:57.624609,17825.99
319,319,card,paid,2025-08-04 11:57:18.998264,34371.52
320,320,card,paid,2024-07-07 11:11:37.155792,25209.99
321,321,bank_transfer,paid,2026-05-22 13:59:09.607089,51583.94
322,322,cash_on_delivery,failed,,0.0
323,323,paypal,paid,2025-05-17 19:35:50.797459,47321.36
324,324,bank_transfer,paid,2025-05-09 22:08:57.117151,44102.86
325,325,card,paid,2026-04-06 16:01:07.009169,52353.94
326,326,card,paid,2025-11-28 04:54:27.774405,27644.61
327,327,cash_on_delivery,failed,,0.0
328,328,card,paid,2026-05-23 01:18:35.136426,21793.43
329,329,paypal,paid,2025-06-23 17:10:32.728118,28359.04
330,330,bank_transfer,paid,2026-01-19 02:34:06.042057,21683.42
331,331,paypal,paid,2025-03-19 16:27:44.225491,2093.47
332,332,card,paid,2026-02-14 06:59:55.408867,6415.98
333,333,card,paid,2026-04-30 17:34:53.788083,10386.72
334,334,paypal,failed,,0.0
335,335,paypal,paid,2025-08-31 09:33:33.045986,17622.96
336,336,paypal,paid,2025-05-13 08:25:41.134665,5683.93
337,337,paypal,paid,2025-01-08 10:44:24.444931,17190.6
338,338,bank_transfer,paid,2026-01-17 02:00:21.632589,27745.51
339,339,card,paid,2026-05-02 07:35:54.676148,27306.64
340,340,paypal,paid,2024-09-05 19:01:06.549196,45889.42
341,341,card,paid,2025-09-16 15:25:35.470128,4846.68
342,342,bank_transfer,paid,2025-08-07 19:12:00.629090,43616.93
343,343,cash_on_delivery,paid,2025-01-10 21:44:55.154554,24317.82
344,344,bank_transfer,failed,,0.0
345,345,bank_transfer,paid,2025-12-31 18:08:28.888563,66474.62
346,346,cash_on_delivery,paid,2024-07-11 17:38:22.252949,12992.45
347,347,bank_transfer,paid,2025-07-23 07:01:01.406985,38064.04
348,348,cash_on_delivery,paid,2025-07-21 07:08:02.684089,15275.23
349,349,paypal,paid,2025-04-06 13:07:45.938148,6562.47
350,350,bank_transfer,failed,,0.0
351,351,cash_on_delivery,paid,2026-02-14 02:08:42.701728,22977.61
352,352,bank_transfer,paid,2025-05-01 04:40:40.330555,7050.32
353,353,cash_on_delivery,paid,2024-09-22 10:37:04.847053,1216.7
354,354,paypal,paid,2025-05-13 19:33:05.307353,31772.74
355,355,bank_transfer,paid,2025-09-07 03:41:52.773105,24242.78
356,356,card,paid,2025-01-13 11:59:20.932174,34745.88
357,357,bank_transfer,paid,2025-08-02 05:05:09.019599,15464.52
358,358,cash_on_delivery,paid,2025-08-23 02:24:47.232706,20898.57
359,359,bank_transfer,paid,2025-09-26 11:38:01.975895,36945.84
360,360,cash_on_delivery,paid,2026-07-01 01:49:25.851911,34717.07
361,361,card,paid,2025-04-22 22:31:39.253419,3732.03
362,362,card,paid,2024-12-02 10:17:42.182236,13955.04
363,363,bank_transfer,failed,,0.0
364,364,paypal,paid,2025-08-17 22:03:24.289255,37974.14
365,365,paypal,failed,,0.0
366,366,paypal,paid,2025-08-18 23:24:00.763209,16632.84
367,367,paypal,paid,2025-06-24 21:49:11.163182,23936.93
368,368,card,paid,2026-06-28 16:22:16.643307,46416.24
369,369,bank_transfer,paid,2025-09-01 13:15:17.876331,32559.65
370,370,cash_on_delivery,paid,2026-01-23 02:07:29.903951,29658.08
371,371,card,paid,2025-04-23 09:09:18.942588,29873.58
372,372,card,failed,,0.0
373,373,paypal,paid,2026-03-29 13:05:51.754249,18875.17
374,374,bank_transfer,paid,2024-10-01 12:36:24.063125,8683.24
375,375,card,paid,2024-12-21 10:07:32.791558,14030.96
376,376,paypal,paid,2026-01-29 13:58:52.375746,39198.56
377,377,bank_transfer,failed,,0.0
378,378,cash_on_delivery,paid,2024-09-17 20:51:19.720901,27134.93
379,379,card,paid,2025-07-12 22:55:13.974861,9010.02
380,380,bank_transfer,paid,2026-01-31 17:55:56.939460,41968.39
381,381,bank_transfer,paid,2026-02-11 13:32:07.675891,8442.66
382,382,cash_on_delivery,paid,2025-09-28 02:21:00.809302,15434.68
383,383,paypal,paid,2025-11-18 14:46:27.039531,23088.31
384,384,paypal,paid,2024-08-13 15:48:00.751320,11080.84
385,385,bank_transfer,paid,2025-04-16 20:01:52.249705,15388.54
386,386,cash_on_delivery,paid,2025-10-14 03:12:09.148642,22051.6
387,387,card,paid,2026-02-14 04:29:11.136011,37659.76
388,388,card,paid,2026-02-27 22:31:18.771780,23026.1
389,389,cash_on_delivery,paid,2025-06-16 03:52:14.771763,5449.3
390,390,card,paid,2025-09-17 23:59:01.881644,24943.67
391,391,paypal,paid,2024-09-08 21:56:32.927081,35880.66
392,392,bank_transfer,paid,2025-01-14 18:54:17.446954,46699.11
393,393,card,paid,2025-04-03 09:51:20.344110,24505.37
394,394,card,paid,2025-09-24 10:40:13.979038,8419.85
395,395,paypal,paid,2025-12-17 18:19:44.810090,11210.33
396,396,cash_on_delivery,paid,2026-05-17 08:45:29.124403,3732.03
397,397,card,paid,2025-04-25 06:46:56.045348,31399.59
398,398,card,paid,2025-10-28 20:15:04.996542,23643.54
399,399,bank_transfer,paid,2025-01-31 19:57:35.970562,24478.01
400,400,bank_transfer,paid,2026-06-10 08:41:40.455311,26427.24
401,401,paypal,paid,2024-08-17 14:03:59.624189,14532.36
402,402,card,paid,2026-01-22 16:42:03.388933,10640.76
403,403,paypal,failed,,0.0
404,404,card,paid,2025-07-02 17:44:52.758497,12177.93
405,405,card,paid,2024-07-14 08:28:18.364863,19445.19
406,406,cash_on_delivery,paid,2026-03-19 21:11:44.698840,27327.71
407,407,bank_transfer,failed,,0.0
408,408,bank_transfer,paid,2025-07-20 00:56:00.664725,46839.89
409,409,cash_on_delivery,failed,,0.0
410,410,cash_on_delivery,paid,2026-01-30 06:32:10.503467,22098.59
411,411,cash_on_delivery,paid,2025-07-14 12:21:55.460806,2961.22
412,412,card,paid,2025-11-28 17:56:15.641807,19484.74
413,413,cash_on_delivery,paid,2025-09-28 22:30:03.937381,28618.33
414,414,card,paid,2025-11-10 21:54:26.898329,12177.93
415,415,card,paid,2025-03-26 08:59:28.308439,4718.89
416,416,paypal,paid,2025-10-28 02:50:58.850710,14461.19
417,417,card,paid,2026-06-19 07:21:28.251251,8984.7
418,418,card,paid,2024-09-08 00:57:19.419793,12852.25
419,419,paypal,paid,2025-01-24 02:51:41.926432,33212.94
420,420,card,paid,2025-04-24 07:19:55.007166,6763.32
421,421,paypal,paid,2025-11-07 17:57:44.814696,10151.58
422,422,card,failed,,0.0
423,423,card,paid,2024-11-29 23:07:51.756620,2916.48
424,424,card,paid,2024-07-17 19:54:02.587407,41125.18
425,425,bank_transfer,failed,,0.0
426,426,bank_transfer,failed,,0.0
427,427,cash_on_delivery,paid,2025-08-12 00:00:48.551009,6107.33
428,428,bank_transfer,paid,2025-12-18 22:47:03.123228,5634.57
429,429,paypal,paid,2025-08-18 23:48:05.386413,984.04
430,430,card,paid,2025-09-05 10:56:36.665745,17512.7
431,431,card,paid,2025-03-17 08:51:07.291416,22087.46
432,432,card,paid,2026-02-22 06:51:03.512824,19533.64
433,433,bank_transfer,paid,2024-12-18 20:12:23.521057,17664.92
434,434,paypal,failed,,0.0
435,435,cash_on_delivery,paid,2025-06-03 19:42:07.959734,17622.96
436,436,bank_transfer,paid,2025-04-27 15:43:23.340040,1216.7
437,437,card,paid,2024-07-10 00:00:57.258178,56355.12
