order_id,customer_id,order_date,status
68,336,2025-11-19 15:46:17.708312,shipped
69,458,2024-07-23 20:48:38.898777,shipped
70,395,2025-12-12 04:10:34.359566,cancelled
71,399,2024-08-03 04:35:24.864914,shipped
72,91,2024-08-29 00:32:05.437414,shipped
73,357,2024-11-13 12:51:31.430775,shipped
74,26,2025-01-06 12:42:56.567145,shipped
75,470,2024-08-26 23:20:33.015714,shipped
76,234,2026-02-26 16:37:15.861117,paid
77,238,2026-05-02 23:21:53.657734,shipped
78,287,2025-04-30 06:48:27.951876,shipped
79,487,2025-06-01 01:18:14.947191,shipped
80,227,2025-04-27 22:58:26.830175,shipped
81,369,2025-02-22 15:25:58.515532,cancelled
82,219,2025-04-17 00:56:43.192276,shipped
83,281,2024-09-30 22:27:55.373860,shipped
84,82,2024-07-10 19:48:09.793126,shipped
85,244,2025-12-14 16:05:18.161486,shipped
86,385,2024-08-21 17:02:11.913760,paid
87,327,2026-01-02 10:02:27.510990,paid
88,399,2024-08-08 18:21:54.676959,shipped
89,321,2026-03-18 03:31:08.821980,paid
90,226,2025-03-24 19:24:45.691271,paid
91,147,2025-07-08 19:52:53.822081,paid
92,172,2025-02-03 05:39:42.065153,shipped
93,277,2025-11-19 12:52:51.543337,paid
94,78,2025-09-22 14:24:24.233902,paid
95,356,2025-01-28 03:48:51.337851,paid
96,110,2026-05-14 10:41:06.891433,paid
97,209,2025-04-11 03:08:42.953386,shipped
98,239,2026-02-27 01:26:25.189607,shipped
99,106,2024-07-29 00:41:31.646216,shipped
100,200,2024-10-28 16:58:25.208703,cancelled
101,300,2024-12-14 02:57:57.307612,cancelled
102,11,2026-01-03 00:07:00.091093,cancelled
103,392,2026-02-08 12:58:56.668744,shipped
104,245,2026-03-19 00:50:27.366597,created
105,181,2025-02-06 23:48:23.363601,paid
106,200,2025-10-12 16:10:11.578402,cancelled
107,489,2025-02-09 05:46:08.770147,shipped
108,276,2026-04-15 10:27:36.676368,shipped
109,280,2026-06-11 16:42:29.727551,shipped
110,460,2026-03-31 22:38:59.251639,paid
111,113,2025-10-22 19:46:09.462255,paid
112,249,2026-06-05 20:54:59.039019,created
113,173,2024-07-14 15:51:56.325842,shipped
114,409,2026-04-06 12:22:45.993046,shipped
115,85,2024-10-17 18:53:03.547495,shipped
116,471,2024-08-06 00:43:55.931274,paid
117,319,2025-08-28 21:00:47.005839,shipped
118,465,2025-04-20 09:14:12.393574,shipped
119,289,2025-08-10 11:20:20.169995,shipped
120,43,2024-09-06 16:47:19.489904,shipped
121,70,2024-12-06 22:55:55.235107,cancelled
122,94,2025-12-30 02:47:20.031280,paid
123,195,2025-12-18 19:10:14.404436,shipped
124,233,2024-12-08 04:27:21.618472,shipped
125,390,2026-04-29 01:25:17.335552,cancelled
126,143,2026-03-20 11:45:12.373297,shipped
127,426,2024-10-18 13:50:25.045203,shipped
128,428,2024-11-17 22:03:27.557719,paid
129,10,2025-09-30 03:18:57.330140,shipped
130,27,2025-01-07 03:19:59.119857,returned
131,180,2024-09-28 05:53:34.602860,paid
132,36,2025-11-08 15:38:53.620643,shipped
133,334,2025-08-24 21:53:16.432740,created
134,16,2024-08-15 05:53:42.823297,cancelled
135,103,2026-01-06 03:17:24.510141,shipped
136,319,2026-06-29 17:55:48.578716,paid
137,65,2025-08-11 10:34:47.382652,shipped
138,59,2025-10-20 10:30:34.879556,shipped
139,112,2024-08-28 22:43:15.906881,shipped
140,132,2025-11-09 04:02:56.162848,shipped
141,86,2025-01-05 15:19:13.758370,shipped
142,494,2024-11-27 17:24:57.693269,shipped
143,59,2025-09-03 15:06:35.514731,shipped
144,84,2026-06-01 14:19:35.235937,returned
145,56,2025-03-24 09:33:49.821619,shipped
146,476,2025-11-08 21:13:01.894583,shipped
147,347,2024-12-24 20:06:10.382406,cancelled
148,193,2025-01-30 19:16:23.146211,shipped
149,367,2024-08-26 12:14:29.090556,paid
150,304,2024-11-24 20:42:34.523842,shipped
151,322,2025-06-26 10:16:17.152776,paid
152,357,2025-03-03 08:47:29.014021,shipped
153,436,2025-10-31 05:03:35.767052,shipped
154,413,2025-11-25 01:45:38.229754,paid
155,290,2024-10-25 20:06:03.170545,shipped
156,178,2025-08-24 14:20:10.209961,shipped
157,339,2026-02-16 12:35:24.480116,shipped
158,260,2026-06-06 19:08:01.026748,shipped
159,7,2024-11-06 16:53:33.049658,shipped
160,422,2025-02-20 07:31:00.293860,shipped
161,222,2026-01-31 10:12:05.484301,returned
162,326,2025-12-08 18:19:07.674584,cancelled
163,236,2025-10-17 15:15:33.524715,shipped
164,223,2025-01-24 15:00:13.020646,paid
165,268,2025-03-26 02:43:17.579638,returned
166,139,2025-11-14 22:27:32.652565,shipped
167,471,2025-03-05 17:11:16.979829,shipped
168,248,2025-06-22 02:42:29.477387,shipped
169,423,2025-05-27 20:11:15.994648,shipped
170,138,2026-01-23 11:13:40.932791,shipped
171,126,2025-06-27 05:44:02.710219,shipped
172,45,2024-09-24 00:23:13.543493,paid
173,231,2025-10-21 01:53:11.088778,paid
174,238,2024-09-04 09:30:32.383330,shipped
175,343,2025-01-27 12:00:34.249057,shipped
176,15,2026-03-02 05:11:57.629554,shipped
177,167,2026-04-18 14:10:38.710335,paid
178,109,2024-11-27 00:08:09.072571,shipped
179,133,2025-12-24 08:32:15.648586,shipped
180,451,2025-10-07 05:58:01.457759,shipped
181,451,2025-12-19 21:15:28.544985,paid
182,6,2026-04-19 04:20:43.591469,shipped
183,98,2026-03-19 02:56:30.560118,paid
184,369,2025-10-10 21:45:29.072639,shipped
185,285,2026-02-20 03:14:31.347796,shipped
186,354,2025-09-02 09:23:46.628305,shipped
187,365,2026-01-19 09:38:06.750183,shipped
188,406,2024-12-08 22:24:13.609689,created
189,151,2024-08-02 07:01:34.950856,paid
190,355,2025-01-12 21:23:08.905982,paid
191,340,2026-04-20 13:19:04.248366,shipped
192,243,2025-08-04 17:44:44.600958,shipped
193,177,2025-10-27 04:23:21.039175,shipped
194,382,2024-10-23 02:08:51.649263,shipped
195,181,2025-04-19 05:28:41.360644,shipped
196,139,2026-04-18 16:38:26.455389,shipped
197,119,2025-09-10 04:58:58.727784,paid
198,99,2026-03-24 15:46:33.841383,shipped
199,381,2024-10-12 07:31:39.119408,shipped
200,391,2025-07-07 13:50:11.245271,shipped
201,99,2024-09-10 15:56:06.874316,paid
202,248,2025-03-29 07:30:06.711278,paid
203,302,2024-07-14 06:04:25.904781,returned
204,269,2024-12-28 00:19:44.968584,shipped
205,52,2026-06-10 16:46:31.943190,shipped
206,152,2026-06-23 17:45:52.390121,paid
207,92,2025-11-18 06:46:45.572475,shipped
208,363,2026-01-10 15:21:32.177551,shipped
209,141,2024-10-17 01:17:49.780634,created
210,28,2024-10-30 19:47:47.614816,shipped
211,358,2025-08-24 05:29:20.730186,cancelled
212,327,2025-08-23 19:56:21.461673,cancelled
213,252,2026-04-04 15:17:32.442386,paid
214,7,2024-10-21 07:28:37.841002,shipped
215,241,2025-12-23 05:32:11.919469,shipped
216,175,2026-05-23 13:33:19.365908,paid
217,27,2024-08-05 01:00:23.559761,paid
218,442,2026-01-13 18:09:13.597202,shipped
219,421,2024-12-22 19:18:49.304588,paid
220,252,2025-01-15 14:58:03.381902,paid
221,323,2024-12-24 11:05:18.704025,shipped
222,78,2025-11-06 21:42:26.545794,paid
223,289,2025-07-19 19:42:02.949826,cancelled
224,44,2026-02-04 15:53:25.401790,returned
225,61,2025-04-16 00:14:51.628096,shipped
226,214,2026-05-08 00:36:06.643355,shipped
227,405,2026-04-11 11:19:54.289475,shipped
228,398,2024-08-04 15:58:32.076806,shipped
229,231,2025-10-23 06:00:36.569224,cancelled
230,153,2024-09-19 22:04:36.961142,cancelled
231,220,2026-06-13 22:38:07.235317,shipped
232,318,2025-10-12 07:46:39.964376,paid
233,492,2025-01-22 07:10:26.922748,shipped
234,486,2025-12-30 11:11:25.523331,shipped
235,321,2025-09-02 04:40:26.866147,paid
236,339,2025-08-27 00:09:34.777611,paid
237,123,2025-04-07 15:48:01.195957,paid
238,39,2025-04-09 00:23:25.827748,paid
239,210,2025-09-08 19:17:19.051643,shipped
240,305,2026-04-23 15:39:48.475824,shipped
241,17,2024-09-01 08:59:41.049226,paid
242,362,2025-01-06 07:04:39.857435,paid
243,441,2026-06-17 00:50:28.102510,shipped
244,352,2024-12-16 08:08:53.859817,paid
245,136,2025-04-28 23:24:58.487115,shipped
246,321,2026-02-23 11:47:17.699940,shipped
247,412,2025-03-15 13:19:35.860160,cancelled
248,218,2026-02-05 12:52:31.992867,paid
249,116,2026-04-15 13:51:29.616353,shipped
250,466,2024-07-11 08:03:10.906768,paid
251,73,2026-04-11 19:47:11.510523,paid
252,85,2025-05-23 20:28:42.332993,shipped
253,305,2024-12-21 12:28:23.771887,shipped
254,292,2025-07-17 09:04:34.235353,cancelled
255,225,2025-01-27 15:24:11.042573,paid
256,353,2024-10-24 06:19:41.770106,shipped
257,207,2024-10-29 11:05:56.873030,cancelled
258,257,2025-09-19 06:42:57.862218,shipped
259,225,2026-02-23 06:50:59.285955,paid
260,21,2025-11-01 10:38:32.936765,cancelled
261,377,2025-05-05 09:11:37.205067,shipped
262,129,2025-03-04 17:43:39.474874,created
263,118,2024-09-27 07:23:06.715221,returned
264,429,2025-11-11 18:11:01.491342,cancelled
265,301,2025-06-21 10:21:16.781415,returned
266,392,2025-09-11 01:50:52.849848,shipped
267,138,2025-10-22 07:49:25.550671,shipped
268,391,2025-05-02 16:04:23.606117,shipped
269,241,2024-12-31 12:17:47.124664,shipped
270,227,2024-10-07 22:24:21.621557,cancelled
271,93,2025-09-12 05:08:25.477099,returned
272,224,2024-10-12 22:18:10.431183,shipped
273,252,2025-07-15 23:47:36.013687,returned
274,241,2026-04-18 05:25:21.895928,shipped
275,171,2024-10-21 19:09:14.381997,shipped
276,54,2024-11-05 00:36:09.164914,cancelled
277,169,2026-05-11 08:16:52.742578,shipped
278,254,2025-07-18 21:52:55.888878,paid
279,484,2025-04-28 16:39:03.876520,shipped
280,390,2026-06-14 12:42:02.308232,shipped
281,233,2025-10-15 06:52:50.847819,paid
282,130,2026-04-09 05:59:00.097355,shipped
283,497,2025-12-20 06:52:54.574727,shipped
284,443,2026-02-26 11:04:51.466892,shipped
285,1,2026-05-29 11:11:08.514210,shipped
286,278,2024-12-11 17:35:50.615504,shipped
287,28,2025-09-22 13:42:23.276022,paid
288,186,2025-06-15 20:58:47.887192,shipped
289,256,2025-06-23 08:45:53.017046,shipped
290,390,2024-12-13 18:09:59.984366,paid
291,137,2025-05-02 13:45:10.206440,shipped
292,475,2024-10-18 18:20:46.466584,paid
293,451,2025-09-05 03:03:28.693115,shipped
294,63,2026-01-18 03:39:13.734795,created
295,323,2025-10-04 18:14:04.633871,shipped
296,123,2025-07-14 15:34:19.287445,shipped
297,160,2024-11-06 00:48:06.917320,shipped
298,283,2025-11-19 07:50:26.720202,shipped
299,116,2026-05-11 06:37:01.645117,returned
300,468,2025-09-15 06:31:19.671043,paid
301,485,2024-08-25 19:18:22.254812,paid
302,427,2025-04-08 19:00:19.582158,paid
303,478,2024-10-11 02:17:01.998874,shipped
304,261,2024-07-18 14:45:12.912667,shipped
305,213,2025-07-23 08:18:35.711596,shipped
306,242,2026-05-01 18:29:03.594962,paid
307,283,2025-11-18 10:23:37.952068,paid
308,98,2026-03-02 06:26:07.909791,cancelled
309,261,2025-09-21 19:54:50.671475,shipped
310,70,2024-11-13 02:51:58.062091,cancelled
311,142,2026-04-26 02:56:53.044594,shipped
312,438,2025-09-17 16:01:59.274012,shipped
313,479,2026-04-08 16:43:24.525117,shipped
314,137,2025-07-29 17:09:37.280184,shipped
315,145,2026-01-07 02:48:20.936175,shipped
316,429,2024-09-12 14:08:50.297278,shipped
317,338,2025-10-31 04:32:25.101663,shipped
318,77,2026-04-26 09:32:57.624609,shipped
319,248,2025-08-04 10:53:18.998264,shipped
320,283,2024-07-07 09:25:37.155792,shipped
321,194,2026-05-22 12:18:09.607089,shipped
322,165,2025-11-14 04:33:45.185048,cancelled
323,358,2025-05-17 17:10:50.797459,paid
324,197,2025-05-09 19:36:57.117151,paid
325,398,2026-04-06 13:23:07.009169,shipped
326,163,2025-11-28 03:07:27.774405,shipped
327,362,2025-05-15 20:38:27.187301,cancelled
328,196,2026-05-23 00:20:35.136426,shipped
329,340,2025-06-23 16:44:32.728118,shipped
330,334,2026-01-19 00:22:06.042057,returned
331,254,2025-03-19 13:29:44.225491,returned
332,65,2026-02-14 06:36:55.408867,shipped
333,303,2026-04-30 16:31:53.788083,shipped
334,52,2026-03-10 01:36:28.066109,cancelled
335,226,2025-08-31 08:39:33.045986,paid
336,467,2025-05-13 07:51:41.134665,shipped
337,370,2025-01-08 10:28:24.444931,paid
338,446,2026-01-16 23:03:21.632589,shipped
339,80,2026-05-02 07:33:54.676148,paid
340,401,2024-09-05 17:50:06.549196,returned
341,174,2025-09-16 13:21:35.470128,shipped
342,204,2025-08-07 16:49:00.629090,shipped
343,437,2025-01-10 20:05:55.154554,shipped
344,346,2024-07-10 12:16:24.241227,cancelled
345,195,2025-12-31 17:37:28.888563,returned
346,321,2024-07-11 17:06:22.252949,shipped
347,389,2025-07-23 05:19:01.406985,shipped
348,278,2025-07-21 04:36:02.684089,created
349,36,2025-04-06 11:13:45.938148,paid
350,351,2024-12-03 13:41:15.128582,cancelled
351,117,2026-02-14 00:45:42.701728,shipped
352,223,2025-05-01 04:03:40.330555,returned
353,390,2024-09-22 08:57:04.847053,shipped
354,447,2025-05-13 18:04:05.307353,paid
355,86,2025-09-07 02:48:52.773105,shipped
356,463,2025-01-13 09:25:20.932174,created
357,167,2025-08-02 03:07:09.019599,shipped
358,151,2025-08-22 23:54:47.232706,shipped
359,221,2025-09-26 11:35:01.975895,paid
360,272,2026-07-01 00:07:25.851911,shipped
361,350,2025-04-22 20:21:39.253419,shipped
362,88,2024-12-02 07:26:42.182236,paid
363,313,2025-08-13 19:37:28.198135,cancelled
364,318,2025-08-17 19:18:24.289255,shipped
365,255,2024-11-14 01:36:42.333682,cancelled
366,74,2025-08-18 22:09:00.763209,paid
367,327,2025-06-24 21:26:11.163182,paid
368,131,2026-06-28 14:26:16.643307,shipped
369,461,2025-09-01 11:29:17.876331,shipped
370,462,2026-01-23 01:11:29.903951,paid
371,280,2025-04-23 08:12:18.942588,paid
372,227,2024-10-15 08:56:11.573423,cancelled
373,301,2026-03-29 12:38:51.754249,paid
374,493,2024-10-01 12:08:24.063125,shipped
375,129,2024-12-21 08:37:32.791558,shipped
376,155,2026-01-29 13:28:52.375746,paid
377,197,2026-05-30 22:05:46.989020,cancelled
378,55,2024-09-17 18:25:19.720901,paid
379,293,2025-07-12 20:25:13.974861,shipped
380,152,2026-01-31 17:34:56.939460,returned
381,152,2026-02-11 12:34:07.675891,created
382,425,2025-09-28 01:11:00.809302,shipped
383,141,2025-11-18 13:50:27.039531,created
384,443,2024-08-13 12:57:00.751320,shipped
385,382,2025-04-16 17:57:52.249705,returned
386,467,2025-10-14 00:16:09.148642,shipped
387,255,2026-02-14 02:12:11.136011,shipped
388,463,2026-02-27 21:18:18.771780,paid
389,410,2025-06-16 01:27:14.771763,paid
390,411,2025-09-17 23:36:01.881644,shipped
391,326,2024-09-08 21:37:32.927081,paid
392,129,2025-01-14 16:47:17.446954,shipped
393,370,2025-04-03 09:41:20.344110,shipped
394,349,2025-09-24 09:35:13.979038,shipped
395,322,2025-12-17 17:52:44.810090,paid
396,322,2026-05-17 08:42:29.124403,shipped
397,159,2025-04-25 04:17:56.045348,shipped
398,18,2025-10-28 20:08:04.996542,shipped
399,375,2025-01-31 18:37:35.970562,paid
400,466,2026-06-10 08:31:40.455311,paid
401,383,2024-08-17 11:47:59.624189,shipped
402,103,2026-01-22 14:55:03.388933,paid
403,277,2024-11-11 13:09:17.455832,cancelled
404,188,2025-07-02 15:24:52.758497,shipped
405,468,2024-07-14 08:09:18.364863,paid
406,85,2026-03-19 20:07:44.698840,paid
407,423,2026-05-17 09:59:46.467589,cancelled
408,496,2025-07-20 00:24:00.664725,shipped
409,383,2024-11-25 18:35:15.430477,cancelled
410,412,2026-01-30 04:23:10.503467,paid
411,494,2025-07-14 11:03:55.460806,paid
412,387,2025-11-28 17:16:15.641807,returned
413,441,2025-09-28 21:36:03.937381,shipped
414,346,2025-11-10 21:03:26.898329,returned
415,496,2025-03-26 07:10:28.308439,shipped
416,286,2025-10-27 23:51:58.850710,shipped
417,405,2026-06-19 04:56:28.251251,shipped
418,136,2024-09-07 22:52:19.419793,shipped
419,233,2025-01-24 01:58:41.926432,shipped
420,384,2025-04-24 07:03:55.007166,shipped
421,300,2025-11-07 16:34:44.814696,shipped
422,327,2025-04-28 16:33:26.243693,cancelled
423,56,2024-11-29 20:07:51.756620,shipped
424,242,2024-07-17 17:47:02.587407,created
425,453,2025-12-02 11:56:50.626397,cancelled
426,168,2026-05-08 22:57:46.430203,cancelled
427,114,2025-08-11 23:34:48.551009,shipped
428,326,2025-12-18 22:42:03.123228,shipped
429,466,2025-08-18 22:30:05.386413,shipped
430,333,2025-09-05 08:04:36.665745,shipped
431,72,2025-03-17 08:09:07.291416,created
432,20,2026-02-22 05:36:03.512824,shipped
433,253,2024-12-18 19:41:23.521057,paid
434,121,2026-06-10 00:14:27.806661,cancelled
435,70,2025-06-03 17:00:07.959734,shipped
436,190,2025-04-27 14:21:23.340040,shipped
437,381,2024-07-09 21:55:57.258178,shipped
438,277,2024-11-11 09:00:41.116609,shipped
439,381,2025-07-11 07:30:31.913358,shipped
440,454,2025-08-18 14:01:51.855039,shipped
441,51,2025-07-09 01:42:21.085629,shipped
442,316,2025-03-11 20:30:15.958655,shipped
443,488,2024-09-29 23:43:52.088844,paid
444,354,2025-07-16 11:04:52.954964,shipped
445,228,2025-01-10 18:08:32.342602,shipped
446,121,2025-08-03 10:38:58.507662,cancelled
447,51,2026-02-06 01:42:18.694740,returned
448,189,2025-01-05 05:44:46.032299,shipped
449,331,2025-05-25 22:47:34.198670,shipped
450,204,2025-04-07 23:10:33.744301,paid
451,496,2025-06-24 19:09:09.869450,paid
452,435,2024-12-31 05:20:07.856293,shipped
453,47,2025-03-11 15:09:18.083610,shipped
454,329,2026-01-24 01:48:41.468354,shipped
455,498,2025-11-16 09:46:34.325608,created
456,403,2026-04-22 09:48:39.184205,shipped
457,65,2026-03-28 04:57:50.099848,shipped
458,106,2025-06-23 14:03:18.328377,paid
459,392,2025-01-10 20:21:28.507976,shipped
460,301,2025-04-12 01:13:45.191471,paid
461,446,2026-02-02 14:43:27.549508,paid
462,397,2024-12-14 12:01:21.568424,paid
463,462,2025-11-30 17:04:06.229670,shipped
464,142,2026-02-11 00:25:51.726172,cancelled
465,75,2025-05-03 18:50:23.047845,returned
466,277,2025-03-21 10:41:59.263968,paid
467,90,2025-08-01 19:10:39.659262,paid
468,444,2025-11-30 10:48:00.078711,created
469,8,2025-01-14 21:18:21.373935,shipped
470,404,2025-02-01 09:00:31.045359,paid
471,166,2025-04-23 22:14:45.562833,created
472,136,2026-01-04 11:46:46.798527,paid
473,380,2025-03-13 08:02:25.929235,shipped
474,59,2025-08-15 14:30:58.822864,shipped
475,244,2024-11-13 21:30:43.211593,shipped
476,186,2025-02-20 19:03:08.884299,shipped
477,56,2024-12-13 04:10:55.564764,shipped
478,114,2025-08-29 14:26:23.325632,cancelled
479,23,2024-11-17 00:52:29.433755,shipped
480,466,2026-01-02 13:38:20.097550,cancelled
481,267,2026-05-17 01:10:27.517726,shipped
482,330,2024-11-22 10:18:39.049985,returned
483,32,2025-12-26 23:05:01.221306,returned
484,434,2024-12-25 01:51:44.621196,shipped
485,352,2024-12-30 08:00:15.261426,paid
486,365,2025-01-16 09:20:42.598047,cancelled
487,38,2024-12-20 22:44:31.161178,cancelled
488,165,2026-03-08 10:09:40.610316,shipped
489,34,2026-03-09 10:36:15.299795,paid
490,320,2025-03-23 14:05:11.658759,shipped
491,281,2026-01-26 12:21:39.979797,shipped
492,196,2024-10-02 02:02:15.889569,returned
493,272,2024-09-01 20:23:31.218086,paid
494,259,2026-06-04 16:39:22.328246,shipped
495,51,2025-07-01 09:32:58.053514,shipped
496,59,2024-07-11 08:30:31.199410,cancelled
497,334,2026-03-24 14:27:51.889321,cancelled
498,283,2026-06-06 07:27:38.091422,shipped
499,111,2026-03-17 23:18:00.990947,shipped
500,455,2025-04-03 16:01:30.142434,paid
501,174,2025-02-21 22:07:24.063385,shipped
502,205,2026-04-23 13:48:55.233601,shipped
503,49,2026-04-11 01:25:52.043552,shipped
504,161,2025-08-30 04:35:00.799890,shipped
505,192,2025-01-23 04:52:23.583368,returned
506,352,2024-11-17 02:24:26.213224,cancelled
507,35,2026-01-15 19:03:56.877055,paid
508,44,2025-07-14 21:20:06.401358,paid
509,50,2025-04-23 03:49:04.548287,shipped
510,191,2026-01-05 11:59:42.525679,shipped
511,285,2024-10-08 04:43:55.183818,paid
512,490,2025-07-25 13:19:37.213260,shipped
513,169,2025-05-11 15:18:06.263616,shipped
514,211,2026-05-23 21:57:21.012497,shipped
515,341,2024-07-30 07:15:29.711782,cancelled
516,217,2025-03-17 04:53:20.157747,cancelled
517,370,2026-03-27 00:30:27.544979,paid
518,148,2026-01-24 07:09:41.097446,shipped
519,181,2025-06-05 11:43:37.110316,paid
520,260,2024-10-02 10:37:21.784054,paid
521,337,2025-07-20 01:18:33.561364,shipped
522,434,2025-02-22 02:13:55.303831,paid
523,433,2024-07-12 15:58:35.379562,shipped
524,59,2025-11-10 22:26:12.630499,shipped
525,294,2025-04-09 16:20:06.680397,paid
526,220,2024-09-18 02:38:53.104141,shipped
527,499,2025-03-27 15:49:26.266576,shipped
528,319,2026-03-28 01:47:10.404770,shipped
529,330,2024-11-20 05:27:08.404923,shipped
530,312,2025-01-14 12:31:43.188339,cancelled
531,425,2025-01-19 07:31:16.750695,shipped
532,15,2026-06-06 16:49:03.429868,paid
533,360,2025-03-14 03:23:16.830858,shipped
534,472,2024-11-17 20:40:18.526810,shipped
535,4,2025-05-12 04:44:55.112415,paid
536,74,2025-05-08 15:43:18.756541,shipped
537,206,2026-01-06 23:31:14.250706,paid
538,380,2025-03-30 04:45:27.261612,shipped
539,16,2025-04-25 03:22:57.680815,paid
540,272,2025-05-31 18:20:59.583226,paid
541,215,2025-08-27 22:03:59.248834,shipped
542,81,2026-06-21 20:31:12.468136,shipped
543,370,2025-11-19 15:13:01.608608,shipped
544,483,2026-02-21 06:23:07.683950,shipped
545,44,2025-12-15 01:22:34.314952,cancelled
546,80,2026-02-13 21:15:47.029447,paid
547,317,2025-08-16 04:20:26.533365,created
548,42,2026-03-24 00:46:45.606130,paid
549,339,2024-11-26 17:40:18.175665,shipped
550,311,2026-02-10 22:15:29.719243,shipped
551,140,2025-12-28 00:08:58.720436,paid
552,263,2025-06-17 00:34:01.328930,paid
553,221,2024-07-13 15:10:57.816391,paid
554,348,2025-05-10 10:17:00.941001,shipped
555,250,2024-10-12 17:52:42.904659,shipped
556,158,2026-04-20 00:46:24.976841,created
557,203,2025-10-10 04:40:24.364886,returned
558,29,2025-07-31 13:54:43.101009,created
559,155,2025-02-22 03:33:50.775068,cancelled
560,393,2025-06-26 23:34:38.206105,paid
561,131,2025-01-05 20:20:30.635452,paid
562,62,2026-03-25 15:13:48.831255,created
563,383,2024-08-10 08:48:07.827344,shipped
564,67,2024-09-16 19:33:51.223969,shipped
565,361,2024-11-02 20:01:01.188235,paid
566,287,2024-12-10 21:51:18.980519,shipped
567,413,2025-01-08 06:28:12.774009,shipped
568,204,2026-03-11 08:50:05.460816,cancelled
569,22,2024-09-14 20:42:14.436779,shipped
570,236,2026-01-01 10:14:11.371039,cancelled
571,442,2025-01-12 06:31:59.208549,shipped
572,220,2025-03-26 17:06:27.252619,shipped
573,364,2025-08-17 18:03:31.433712,shipped
574,149,2026-02-18 05:11:42.656073,paid
575,11,2025-03-14 21:41:15.702469,returned
576,88,2025-05-03 07:10:48.335675,shipped
577,317,2025-03-19 23:32:07.799342,shipped
578,354,2025-11-14 22:33:30.607345,cancelled
579,46,2025-09-21 21:03:13.964267,shipped
580,55,2025-08-31 21:30:31.404349,paid
581,302,2025-10-24 05:30:54.972257,shipped
582,41,2025-08-03 20:01:35.693125,shipped
583,159,2026-06-21 22:17:06.809408,shipped
584,114,2025-01-30 10:00:33.227273,shipped
585,87,2025-02-28 23:42:44.705914,paid
586,325,2025-07-14 09:15:14.269976,paid
587,262,2026-01-23 10:49:54.921801,paid
588,398,2025-05-28 23:44:59.430465,shipped
